# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
115;Art der Örtlichkeit;Art der Örtlichkeit;ZIR;V1.7;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
115_286;Hochhaus / Wohnblock;0;1;0;NULL;;;;;
115_287;Hochsitz / Hochstand;0;1;0;NULL;;;;;
115_288;Jagdhaus / Waldhütte;0;1;0;NULL;;;;;
115_289;Lagerhalle;0;1;0;NULL;;;;;
115_29;Museum;0;1;0;NULL;;;;;
115_290;Laube / Hütte;0;1;0;NULL;;;;;
115_291;Markthalle;0;1;0;NULL;;;;;
115_292;Mehrfamilienhaus;0;1;0;NULL;;;;;
115_293;Messehalle;0;1;0;NULL;;;;;
115_294;Neubau (unbezogen);0;1;0;NULL;;;;;
115_295;Reihenhaus;0;1;0;NULL;;;;;
115_296;Rohbau;0;1;0;NULL;;;;;
115_297;Ruine;0;1;0;NULL;;;;;
115_298;Scheune;0;1;0;NULL;;;;;
115_299;Schuppen;0;1;0;NULL;;;;;
115_3;Eislaufplatz / Eislaufhalle;0;1;0;NULL;;;;;
115_30;Theater;0;1;0;NULL;;;;;
115_300;Stall;0;1;0;NULL;;;;;
115_301;Turm;0;1;0;NULL;;;;;
115_302;Veranstaltungszentrum;0;1;0;NULL;;;;;
115_303;Villa;0;1;0;NULL;;;;;
115_304;Wohnhaus;0;1;0;NULL;;;;;
115_305;Gebäude / Bauwerk;0;1;0;NULL;;;;;
115_306;Bach;0;1;0;NULL;;;;;
115_307;Fluss;0;1;0;NULL;;;;;
115_308;Meer;0;1;0;NULL;;;;;
115_309;See;0;1;0;NULL;;;;;
115_31;Kino;0;1;0;NULL;;;;;
115_310;Strand / Ufer;0;1;0;NULL;;;;;
115_311;Teich;0;1;0;NULL;;;;;
115_312;Gewässer;0;1;0;NULL;;;;;
115_313;Appartement;0;1;0;NULL;;;;;
115_314;Dachgeschosswohnung / Mansarde;0;1;0;NULL;;;;;
115_315;Erdgeschosswohnung;0;1;0;NULL;;;;;
115_316;Kellerwohnung;0;1;0;NULL;;;;;
115_317;Etagenwohnung;0;1;0;NULL;;;;;
115_318;Einliegerwohnung;0;1;0;NULL;;;;;
115_319;Loft;0;1;0;NULL;;;;;
115_32;Konzertsaal;0;1;0;NULL;;;;;
115_320;Penthouse;0;1;0;NULL;;;;;
115_321;Maisonettewohnung;0;1;0;NULL;;;;;
115_322;Wohnung;0;1;0;NULL;;;;;
115_323;Abstellraum;0;1;0;NULL;;;;;
115_324;Aufenthaltsraum;0;1;0;NULL;;;;;
115_325;Aufzug / Fahrstuhl / Paternoster;0;1;0;NULL;;;;;
115_326;Ausstellungsraum;0;1;0;NULL;;;;;
115_327;Badezimmer / Toilette;0;1;0;NULL;;;;;
115_328;Balkon / Terrasse;0;1;0;NULL;;;;;
115_329;Bodenraum;0;1;0;NULL;;;;;
115_33;Kulturelle Einrichtung;0;1;0;NULL;;;;;
115_330;Büroraum;0;1;0;NULL;;;;;
115_331;Computerraum;0;1;0;NULL;;;;;
115_332;Dach;0;1;0;NULL;;;;;
115_333;Dachboden;0;1;0;NULL;;;;;
115_334;Dienstraum;0;1;0;NULL;;;;;
115_335;Druckraum;0;1;0;NULL;;;;;
115_336;Fenster;0;1;0;NULL;;;;;
115_337;Flur;0;1;0;NULL;;;;;
115_338;Garderobe;0;1;0;NULL;;;;;
115_339;Gemeindesaal;0;1;0;NULL;;;;;
115_34;Bar;0;1;0;NULL;;;;;
115_340;Geräteraum;0;1;0;NULL;;;;;
115_341;Hauseingang;0;1;0;NULL;;;;;
115_342;Hauswand;0;1;0;NULL;;;;;
115_343;Kassenraum;0;1;0;NULL;;;;;
115_344;Keller;0;1;0;NULL;;;;;
115_345;Kellerraum;0;1;0;NULL;;;;;
115_346;Kinderzimmer;0;1;0;NULL;;;;;
115_347;Küche;0;1;0;NULL;;;;;
115_348;Lagerraum / Depot;0;1;0;NULL;;;;;
115_349;Personalraum;0;1;0;NULL;;;;;
115_35;Bier- / Festzelt;0;1;0;NULL;;;;;
115_350;Schaufenster;0;1;0;NULL;;;;;
115_351;Schlafzimmer;0;1;0;NULL;;;;;
115_352;Sekretariat;0;1;0;NULL;;;;;
115_353;Treppenhaus;0;1;0;NULL;;;;;
115_354;Tresorraum;0;1;0;NULL;;;;;
115_355;Tür;0;1;0;NULL;;;;;
115_356;Umkleideraum / Umkleidekabine;0;1;0;NULL;;;;;
